"Herb names (Chinese, English)",MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OB value,Caco2 value,DL value,HL value,Total
É³¼¬£¨Seabuckthorn Fruit£©,MOL010260,214.39,4.55,0,2,20.85,1.29,1.22,0.05,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010261,624.6,-1.19,9,16,5.09,-2.04,-2.7,0.65,0.3,,FALSE,FALSE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010262,478.44,-0.34,7,12,1.17,-1.32,-2.1,0.8,0.3,,FALSE,FALSE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010264,396.72,7.13,1,1,16.21,1.36,1.03,0.72,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010269,282.57,7.78,0,1,14.88,1.48,1.22,0.14,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010270,186.33,3.84,0,2,25.59,1.21,1.15,0.03,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010271,578.56,3.65,9,12,19.67,-0.72,-1.72,0.76,0.39,,FALSE,FALSE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010273,388.5,1.31,0,6,16.71,0.28,-0.05,0.65,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010274,410.75,8.16,0,1,7.13,1.53,1.34,0.76,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
¼¦ÊºÌÙ£¨Chinese Fevervine Herb£©,MOL010275,400.81,9.57,0,0,18.55,1.82,1.81,0.69,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010275,400.81,9.57,0,0,18.55,1.82,1.81,0.69,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010276,286.5,5.32,1,1,21.9,1.33,0.84,0.16,0.29,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010277,231.16,-0.9,1,6,12.61,-0.03,-0.51,0.07,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010278,430.79,10.42,1,2,14.26,1.69,1.52,0.54,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010279,430.79,10.46,1,2,14.45,1.63,1.33,0.56,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010280,416.76,9.98,1,2,15.82,1.58,1.33,0.53,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010281,402.73,9.49,1,2,16.56,1.53,1.02,0.49,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010282,416.76,9.98,1,2,15.82,1.6,1.29,0.53,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010291,148.17,1.53,1,2,29.46,0.96,0.79,0.04,0.25,,FALSE,TRUE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010294,152.21,1.74,2,2,23.95,0.7,0.39,0.03,0.32,,FALSE,TRUE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010295,206.26,1.68,0,3,17.01,0.64,0.22,0.06,0.38,,FALSE,TRUE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010296,222.36,2.82,1,2,20.67,0.77,0.42,0.08,0.29,,FALSE,TRUE,FALSE,TRUE,FALSE
Ãµ¹å»¨(Rose Flower),MOL010297,142.32,4.73,0,0,16.04,1.8,2.11,0.01,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010297,142.32,4.73,0,0,16.04,1.8,2.11,0.01,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010301,734.18,12.68,3,9,19.42,-0.11,-1.71,0.3,0.18,,FALSE,TRUE,TRUE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010302,"1,466.33",27.24,3,17,12.9,-1.1,-3.37,0.03,0.18,,FALSE,FALSE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010304,148.18,-0.39,2,4,23.03,-0.4,-1.52,0.02,0.32,,FALSE,FALSE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010307,61.1,-0.37,1,2,22.03,0.8,0.55,0,0.07,,FALSE,TRUE,FALSE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010311,490.85,5.03,4,4,19.54,-0.22,-1.25,0.79,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010314,815.41,13.31,3,7,25.51,0.32,-0.74,0.19,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010317,572.91,5.7,4,6,22.27,-0.12,-0.85,0.63,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010320,572.91,5.89,4,6,21.99,-0.12,-0.83,0.63,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010322,797.34,12.84,3,7,29.03,0.35,-0.8,0.2,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010323,769.14,3.14,8,12,15.32,-1.77,-2.89,0.23,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010324,474.85,6.12,3,3,28.89,0.17,-0.81,0.79,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010328,488.83,5.29,3,4,28.14,-0.05,-0.99,0.8,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010330,"1,558.07",5.37,13,30,3.31,-2.78,-3.68,0,0.21,,FALSE,FALSE,FALSE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010335,"1,349.64",-2.12,15,30,3.09,-3.89,-5.17,0,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©,MOL010337,546.56,1.47,3,10,18,-0.02,-0.94,0.31,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©,MOL010338,528.54,3.47,2,9,20.61,-0.19,-1.07,0.33,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©,MOL010339,530.56,2.25,2,9,8.15,-0.22,-1.19,0.33,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©,MOL010340,546.56,0.12,3,10,22.66,-0.48,-1.24,0.31,0.25,,FALSE,FALSE,TRUE,TRUE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©,MOL010341,546.56,1.39,3,10,20.06,-0.22,-1.28,0.31,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©,MOL010342,528.54,2.7,2,9,17.41,0.17,-0.89,0.33,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010344,"1,135.36",-3.61,16,28,4.6,-4.9,-6.42,0.1,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010344,"1,135.36",-3.61,16,28,4.6,-4.9,-6.42,0.1,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010345,226.4,3.66,2,2,20.09,1.03,0.53,0.06,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010345,226.4,3.66,2,2,20.09,1.03,0.53,0.06,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010346,"1,133.34",-3.79,16,28,7.5,-4.93,-6.73,0.1,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010346,"1,133.34",-3.79,16,28,7.5,-4.93,-6.73,0.1,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010347,224.38,3.48,2,2,27.97,0.95,0.46,0.06,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010347,224.38,3.48,2,2,27.97,0.95,0.46,0.06,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010348,989.2,-2.75,14,24,3.01,-4.07,-5.77,0.15,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010348,989.2,-2.75,14,24,3.01,-4.07,-5.77,0.15,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010350,987.18,-2.93,14,24,3.01,-4.25,-5.92,0.15,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010350,987.18,-2.93,14,24,3.01,-4.25,-5.92,0.15,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010351,925.24,2.38,8,17,5.06,-1.99,-2.97,0.05,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010352,472.78,5.33,3,4,22.13,0.03,-0.74,0.74,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010352,472.78,5.33,3,4,22.13,0.03,-0.74,0.74,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010353,967.28,2.76,7,18,6.61,-2.21,-2.9,0.04,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010353,967.28,2.76,7,18,6.61,-2.21,-2.9,0.04,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010354,"1,089.42",-0.04,13,22,1.7,-3.72,-5.08,0.02,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010354,"1,089.42",-0.04,13,22,1.7,-3.72,-5.08,0.02,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010355,"1,207.52",-1.65,15,26,3.07,-4.33,-5.88,0.01,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010355,"1,207.52",-1.65,15,26,3.07,-4.33,-5.88,0.01,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010356,"1,207.52",-1.65,15,26,2.95,-4.42,-6.08,0.01,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010356,"1,207.52",-1.65,15,26,2.95,-4.42,-6.08,0.01,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010359,765.1,3.61,7,12,17.74,-1.62,-2.34,0.14,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010359,765.1,3.61,7,12,17.74,-1.62,-2.34,0.14,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010360,"1,045.36",0.25,12,21,1.67,-3.43,-4.34,0.02,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010360,"1,045.36",0.25,12,21,1.67,-3.43,-4.34,0.02,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010361,472.78,5.33,3,4,28.61,0.25,-0.39,0.74,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010361,472.78,5.33,3,4,28.61,0.25,-0.39,0.74,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010362,"1,353.68",-2.35,17,30,5.51,-4.84,-5.9,0,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010362,"1,353.68",-2.35,17,30,5.51,-4.84,-5.9,0,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©,MOL010363,"1,764.09",-5.84,23,42,7.57,-7.55,-9.27,0,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010363,"1,764.09",-5.84,23,42,7.57,-7.55,-9.27,0,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010364,458.8,5.11,3,3,16.18,0.25,-0.51,0.75,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010365,639.13,14.05,0,6,19.66,0.66,-0.69,0.43,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
ÍßÀã×Ó,MOL010366,60.09,1.47,0,2,17.74,0.51,0.12,0,0.52,,FALSE,TRUE,FALSE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010367,443.69,2.13,3,5,10.65,-0.32,-1.18,0.79,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010368,420.49,4.2,3,6,9.03,0.5,-0.59,0.77,0.36,,FALSE,TRUE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010372,445.76,3.85,3,4,16.08,0.17,-0.64,0.85,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010373,575.87,2.48,4,8,8.48,-0.74,-1.36,0.23,0.2,,FALSE,FALSE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010375,575.87,2.48,4,8,8.55,-0.78,-1.42,0.23,0.2,,FALSE,FALSE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010376,413.71,4.23,1,3,10.66,0.86,0.38,0.71,0.18,,FALSE,TRUE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010377,740.05,0.95,8,13,24.77,-2.04,-2.74,0.18,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010379,385.5,3.77,3,6,7.61,0.57,-0.13,0.4,0.29,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010382,580.84,1.22,5,9,7.65,-0.58,-0.94,0.32,0.18,,FALSE,FALSE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010383,448.71,2.45,3,5,17.25,0.45,0.16,0.75,0.18,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010384,"1,033.30",-1.84,12,22,11.51,-3.79,-4.5,0.02,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010385,414.69,4.63,1,3,13.52,0.78,0.25,0.81,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010386,"1,049.30",-2.98,13,23,10.73,-4.06,-4.85,0.02,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010388,"1,049.30",-2.98,13,23,10.85,-3.98,-4.94,0.02,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010389,430.69,3.5,2,4,14.72,0.47,-0.21,0.79,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010390,430.69,3.5,2,4,13.26,0.48,-0.22,0.79,0.19,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010391,"1,033.30",-1.84,12,22,3.07,-3.64,-4.54,0.02,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010392,"1,079.33",-3.49,14,24,7.5,-4.32,-5.1,0.02,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010393,"1,063.33",-2.35,13,23,10.41,-4.02,-4.83,0.02,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010394,414.69,4.63,1,3,17.24,0.81,0.32,0.81,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010397,"1,049.30",-2.98,13,23,10.42,-3.51,-4.27,0.02,0.2,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010398,430.69,3.5,2,4,14.42,0.39,-0.37,0.79,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010399,"1,033.30",-1.84,12,22,11.22,-3.09,-3.98,0.02,0.21,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010400,743.05,1.21,9,13,23.36,-1.82,-2.89,0.29,0.23,,FALSE,FALSE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010401,434.73,3.81,4,4,18.66,-0.24,-0.91,0.79,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010402,"1,243.51",-4.87,18,29,7.63,-5.69,-6.99,0.01,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010403,432.71,3.87,3,4,8.97,0.03,-0.73,0.87,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010404,917.17,-1.74,11,19,20.4,-2.99,-3.71,0.03,0.21,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010405,917.17,-1.74,11,19,19.36,-2.92,-3.61,0.03,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010406,430.69,3.5,2,4,15.36,0.42,-0.32,0.79,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010407,"1,193.44",-3.86,16,27,17.74,-4.98,-6.22,0.02,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010409,"1,061.31",-2.62,14,23,6.94,-4.22,-5.36,0.03,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010410,156.3,3.38,0,1,24.75,1.36,1.61,0.02,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010413,114.21,1.59,0,1,24.48,1.37,1.71,0.01,0.27,,FALSE,TRUE,FALSE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010416,256.48,6.37,1,2,21.09,1.1,1.06,0.1,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010418,815.41,13.31,3,7,25.51,0.29,-0.93,0.18,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010419,402.73,9.44,1,2,16.36,1.6,1.35,0.48,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
É£Ò¶£¨Mulberry Leaf£©,MOL010419,402.73,9.44,1,2,16.36,1.6,1.35,0.48,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010420,324.61,8.42,0,2,27.41,1.42,1.06,0.23,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010422,294.53,6.7,0,2,29.52,1.43,1.16,0.18,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010423,172.25,1.71,0,3,18.64,0.63,0.21,0.03,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010427,498.68,0.94,6,9,5.76,-1.21,-1.88,0.88,0.21,,FALSE,FALSE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010429,334.5,2.98,2,4,13.43,0.31,-0.1,0.3,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010434,374.37,2.05,2,8,3.99,0.66,-0.12,0.44,0.19,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010435,344.34,2.07,2,7,15.45,0.79,0.05,0.36,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010436,332.44,-0.94,5,7,16.02,-0.99,-1.71,0.27,0.22,,FALSE,FALSE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010438,464.57,-2.35,7,11,3.6,-1.84,-2.67,0.7,0.23,,FALSE,FALSE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010440,"1,457.74",-4.76,19,34,7.57,-5.77,-7.17,0,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010441,488.78,4.35,4,5,18.1,-0.29,-1.09,0.72,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010442,"1,441.75",-3.8,18,33,7.56,-5.51,-6.86,0,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010443,"1,603.90",-5.62,21,38,7.57,-6.47,-7.89,0,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010444,"1,587.90",-4.65,20,37,7.57,-6.24,-7.67,0,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010445,"1,325.62",-3.35,17,30,6.97,-5.15,-6.39,0.01,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010446,"1,309.62",-2.39,16,29,6.31,-4.96,-6.28,0.01,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010447,"1,193.49",-2.12,15,26,5.3,-4.61,-6.03,0.02,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010448,488.78,4.35,4,5,17.29,-0.11,-0.84,0.72,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010449,"1,251.53",-2.03,16,28,4.91,-4.13,-5.17,0.01,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010450,502.76,4.57,4,6,19.88,-0.36,-0.83,0.7,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010451,"1,383.66",-3.27,18,32,6.81,-4.82,-5.82,0.01,0.27,,FALSE,FALSE,FALSE,TRUE,FALSE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL010452,545.66,0.35,7,12,8.98,-1.05,-1.72,0.59,0.27,,FALSE,FALSE,TRUE,TRUE,FALSE
