"Herb names (Chinese, English)",MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OB value,Caco2 value,DL value,HL value,Total
°«µØ²è(Japanese Ardisia Herb),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°Ë½ÇÜîÏã(Chinese Star Anise),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°Ë½ÇÁ«(Common Dysosmatis Rhizome and Root),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°×¹û£¨Ginkgo Seed£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°×ÉÖ£¨Debark Peony Root£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°Ü½´²Ý(Herba Patriniae),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°ë±ßÁ«£¨Chinese Lobelia Herb£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÈqÐî£¨Grass of Common KnotGrass£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
²¼ÔüÒ¶£¨Microctis Folium£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
²à°ØÒ¶(Chinese Arborvitae Twig and Leaf),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
²ñºú£¨Chinese Thorowax Root£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
´»Æ¤£¨Tree-ofHeaven Bark£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
´Ð°×£¨Fistular Onion Stalk£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
µÆÕµÏ¸ÐÁ(Manchurian Wildginger)(Manchurian Wildginger),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÏÄ¿Ý²Ý£¨Common Selfheal FruitSpike£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
×ÏÝÒ£¨Tatarian Aster Root£©£¨Tatarian Aster Root£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÒùÑòÞ½£¨Epimedium Herb£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
»±½Ç£¨Japanese Pagodatree Pod£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°«µØ²è(Japanese Ardisia Herb),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°Ë½ÇÁ«(Common Dysosmatis Rhizome and Root),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
°×¹û£¨Ginkgo Seed£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¸ßÁ¼½ª(Lesser Galangal Rhizome),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¹³ÌÙ(Gambir Plant Nod),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¹áÒ¶½ðË¿ÌÒ£¨Hyperici Perforati Herba£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¹ãÔæ£¨Choerospondiatis Fructus£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¹í¼ýÓð£¨Ramulus Euonymi Alati£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ºÉÒ¶£¨Lotus Leaf£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ºì»¨£¨Safflower£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ºúÂ«°Í£¨Common Fenugreek Seed£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
»ÆÜÎ£¨Milkvetch Root£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¼¦ÊºÌÙ£¨Chinese Fevervine Herb£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
½ðÇ®²Ý£¨Christina Loosestrife£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
½ðÒø»¨(Honeysuckle Flower),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¿à¶¡²è(Folium Ilecis Latifoliae),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
¿î¶¬»¨(Common Coltsfoot Flower),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
À×¹«ÌÙ£¨Root Leaf or Flower of Common Threewingnut£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
Á¬Ç®²Ý£¨Longtube Groundivy Herb£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÁãÁêÏã(Lysimachia foenumgraecum Hance),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
Áúµ¨£¨Chinese Gentian£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÂÞ²¼ÂéÒ¶£¨Dogbane Leaf£©£¨Dogbane Leaf£©,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
Âé»Æ£¨Ephedra£©¸ù,MOL000422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0,14.74,TRUE,TRUE,TRUE,TRUE,TRUE
