,name,MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OBÖµ,Caco2Öµ,DLÖµ,HLÖµ,»ã×Ü
24414,É½´È¹½,MOL007990,402.48,3.62,3,7,5.86,0.08,-0.6,0.42,0,,FALSE,TRUE,TRUE,TRUE,FALSE
24416,É½´È¹½,MOL007992,240.27,3.1,2,3,21.93,0.94,0.28,0.18,0.4,,FALSE,TRUE,FALSE,TRUE,FALSE
26165,ËÄ¼¾Çà,MOL007993,604.91,4.15,5,8,11.72,-0.7,-1.36,0.39,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
26166,ËÄ¼¾Çà,MOL007994,472.78,5.39,3,4,22.43,0.12,-0.33,0.74,0,,FALSE,TRUE,TRUE,TRUE,FALSE
32236,èÙ×Ó,MOL007994,472.78,5.39,3,4,22.43,0.12,-0.33,0.74,0,,FALSE,TRUE,TRUE,TRUE,FALSE
26167,ËÄ¼¾Çà,MOL007995,618.94,4.33,4,8,17,-0.56,-1.25,0.37,0.23,,FALSE,FALSE,TRUE,TRUE,FALSE
26169,ËÄ¼¾Çà,MOL007997,488.78,4.23,4,5,17.66,-0.07,-0.74,0.71,0,,FALSE,TRUE,TRUE,TRUE,FALSE
26170,ËÄ¼¾Çà,MOL007998,462.39,-0.11,7,12,2.65,-1.56,-2.04,0.76,0.38,,FALSE,FALSE,TRUE,TRUE,FALSE
26955,Í¨²Ý,MOL008003,498.77,4.62,1,5,19.05,0.15,-0.41,0.7,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
29012,Ð¡Í¨²Ý,MOL008003,498.77,4.62,1,5,19.05,0.15,-0.41,0.7,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
26956,Í¨²Ý,MOL008004,969.25,0.11,9,19,18.98,-2.8,-3.52,0.06,0.27,,FALSE,FALSE,FALSE,TRUE,FALSE
26957,Í¨²Ý,MOL008005,498.77,4.62,1,5,22.19,0.16,-0.45,0.7,0,,FALSE,TRUE,TRUE,TRUE,FALSE
26959,Í¨²Ý,MOL008007,484.74,4.21,2,5,19,-0.21,-0.77,0.72,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
29014,Ð¡Í¨²Ý,MOL008007,484.74,4.21,2,5,19,-0.21,-0.77,0.72,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
29015,Ð¡Í¨²Ý,MOL008008,971.27,0.14,10,19,1.95,-2.86,-3.67,0.06,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
26960,Í¨²Ý,MOL008008,971.27,0.14,10,19,1.95,-2.86,-3.67,0.06,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
26961,Í¨²Ý,MOL008009,500.79,4.66,2,5,18.28,-0.01,-0.48,0.7,0,,FALSE,TRUE,TRUE,TRUE,FALSE
29016,Ð¡Í¨²Ý,MOL008009,500.79,4.66,2,5,18.28,-0.01,-0.48,0.7,0,,FALSE,TRUE,TRUE,TRUE,FALSE
29017,Ð¡Í¨²Ý,MOL008010,955.22,-0.3,10,19,12.3,-3.02,-3.88,0.06,0.27,,FALSE,FALSE,FALSE,TRUE,FALSE
26962,Í¨²Ý,MOL008010,955.22,-0.3,10,19,12.3,-3.02,-3.88,0.06,0.27,,FALSE,FALSE,FALSE,TRUE,FALSE
29018,Ð¡Í¨²Ý,MOL008011,484.74,4.21,2,5,21.82,-0.07,-0.44,0.72,0,,FALSE,TRUE,TRUE,TRUE,FALSE
26963,Í¨²Ý,MOL008011,484.74,4.21,2,5,21.82,-0.07,-0.44,0.72,0,,FALSE,TRUE,TRUE,TRUE,FALSE
29019,Ð¡Í¨²Ý,MOL008012,957.24,-0.26,11,19,18.64,-3.14,-4.08,0.06,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
26964,Í¨²Ý,MOL008012,957.24,-0.26,11,19,18.64,-3.14,-4.08,0.06,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
26965,Í¨²Ý,MOL008013,486.76,4.25,3,5,18.58,-0.27,-0.85,0.72,0,,FALSE,TRUE,TRUE,TRUE,FALSE
29020,Ð¡Í¨²Ý,MOL008013,486.76,4.25,3,5,18.58,-0.27,-0.85,0.72,0,,FALSE,TRUE,TRUE,TRUE,FALSE
26966,Í¨²Ý,MOL008014,438.66,4.11,1,4,16.05,0.02,-0.61,0.79,0.29,,FALSE,TRUE,TRUE,TRUE,FALSE
29021,Ð¡Í¨²Ý,MOL008014,438.66,4.11,1,4,16.05,0.02,-0.61,0.79,0.29,,FALSE,TRUE,TRUE,TRUE,FALSE
26967,Í¨²Ý,MOL008015,468.74,5.23,2,4,17.43,0.08,-0.63,0.74,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
29022,Ð¡Í¨²Ý,MOL008015,468.74,5.23,2,4,17.43,0.08,-0.63,0.74,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
29023,Ð¡Í¨²Ý,MOL008016,468.74,5.03,2,4,17.42,0.03,-0.61,0.74,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
26968,Í¨²Ý,MOL008016,468.74,5.03,2,4,17.42,0.03,-0.61,0.74,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
29024,Ð¡Í¨²Ý,MOL008017,470.76,5.07,3,4,19.56,0.07,-0.56,0.74,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
26969,Í¨²Ý,MOL008017,470.76,5.07,3,4,19.56,0.07,-0.56,0.74,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
29025,Ð¡Í¨²Ý,MOL008018,468.74,4.85,2,4,11.9,0.24,-0.61,0.59,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
26970,Í¨²Ý,MOL008018,468.74,4.85,2,4,11.9,0.24,-0.61,0.59,0.27,,FALSE,TRUE,TRUE,TRUE,FALSE
29026,Ð¡Í¨²Ý,MOL008019,420.69,5.84,0,2,15.96,0.96,0.49,0.79,0.31,,FALSE,TRUE,TRUE,TRUE,FALSE
26971,Í¨²Ý,MOL008019,420.69,5.84,0,2,15.96,0.96,0.49,0.79,0.31,,FALSE,TRUE,TRUE,TRUE,FALSE
29028,Ð¡Í¨²Ý,MOL008021,452.74,5.68,1,3,25.61,0.75,0.17,0.65,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
26973,Í¨²Ý,MOL008021,452.74,5.68,1,3,25.61,0.75,0.17,0.65,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
26974,Í¨²Ý,MOL008022,588.91,4.96,4,7,4.51,-0.59,-1.5,0.6,0.25,,FALSE,FALSE,TRUE,TRUE,FALSE
26975,Í¨²Ý,MOL008023,426.75,6.71,1,2,9.7,0.91,0.39,0.79,0,,FALSE,TRUE,TRUE,TRUE,FALSE
26976,Í¨²Ý,MOL008024,590.93,5.41,4,7,18.57,-0.55,-1.46,0.6,0.25,,FALSE,FALSE,TRUE,TRUE,FALSE
26978,Í¨²Ý,MOL008026,698.26,12.34,6,7,8.49,-0.32,-1.61,0.28,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
26979,Í¨²Ý,MOL008027,732.18,7.52,8,11,2.52,-1.6,-3.09,0.35,0.19,,FALSE,FALSE,TRUE,TRUE,FALSE
26980,Í¨²Ý,MOL008028,570.02,9.27,5,6,12.93,-0.29,-1.51,0.5,0,,FALSE,TRUE,TRUE,TRUE,FALSE
5735,´óÔæ,MOL008029,682.26,13.31,5,6,13.99,-0.1,-1.39,0.29,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
26981,Í¨²Ý,MOL008029,682.26,13.31,5,6,13.99,-0.1,-1.39,0.29,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
13734,½ðÓ£×Ó,MOL008031,504.78,3.26,5,6,17.05,-0.54,-1.26,0.69,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
27276,Î¯Áê²Ë,MOL008031,504.78,3.26,5,6,17.05,-0.54,-1.26,0.69,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
27277,Î¯Áê²Ë,MOL008032,454.76,6.43,1,3,16.7,0.55,0.06,0.76,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
5722,´óÔæ,MOL008032,454.76,6.43,1,3,16.7,0.55,0.06,0.76,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
27301,ÎÚÁ²Ý®,MOL008037,278.58,9.68,0,0,14.87,1.96,2.09,0.13,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
20880,ÅÖ´óº£,MOL008038,546.44,-5.38,11,19,12.92,-4.12,-9.48,0.68,0.32,,FALSE,FALSE,TRUE,TRUE,FALSE
29029,Ð¡Í¨²Ý,MOL008038,546.44,-5.38,11,19,12.92,-4.12,-9.48,0.68,0.32,,FALSE,FALSE,TRUE,TRUE,FALSE
30165,Òð³Â,MOL008042,302.3,2,3,6,24.84,0.14,-0.34,0.26,0.34,,FALSE,TRUE,TRUE,TRUE,FALSE
30167,Òð³Â,MOL008044,330.31,3.06,2,7,5.08,0.51,-0.23,0.34,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
30171,Òð³Â,MOL008048,316.43,4.26,3,4,23.76,0.41,-0.48,0.19,0.35,,FALSE,TRUE,TRUE,TRUE,FALSE
30172,Òð³Â,MOL008049,316.43,4.26,3,4,12.86,0.35,-0.54,0.19,0.35,,FALSE,TRUE,TRUE,TRUE,FALSE
30174,Òð³Â,MOL008051,154.22,3.95,0,0,24.45,2.09,1.59,0.03,0.48,,FALSE,TRUE,FALSE,TRUE,FALSE
30176,Òð³Â,MOL008053,140.19,3.5,0,0,15.35,2.07,1.54,0.03,0.56,,FALSE,TRUE,FALSE,TRUE,FALSE
29562,Ñ»µ¨×Ó,MOL008060,520.58,-0.01,3,11,11.97,-0.74,-1.14,0.75,0.29,,FALSE,FALSE,TRUE,TRUE,FALSE
29563,Ñ»µ¨×Ó,MOL008061,518.56,0.29,3,11,15.55,-0.78,-1.1,0.75,0.35,,FALSE,FALSE,TRUE,TRUE,FALSE
29564,Ñ»µ¨×Ó,MOL008062,562.62,0.02,4,12,10.52,-1.29,-1.32,0.67,0.34,,FALSE,FALSE,TRUE,TRUE,FALSE
29565,Ñ»µ¨×Ó,MOL008063,290.29,1.24,2,6,22.36,0.27,-0.44,0.2,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
29566,Ñ»µ¨×Ó,MOL008064,684.76,-2.13,6,16,7.63,-2.15,-2.67,0.32,0.31,,FALSE,FALSE,TRUE,TRUE,FALSE
29567,Ñ»µ¨×Ó,MOL008065,522.6,-0.04,3,11,11.61,-0.93,-1.25,0.75,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29568,Ñ»µ¨×Ó,MOL008066,426.46,-2.87,6,10,17.23,-1.37,-1.66,0.76,0.28,,FALSE,FALSE,TRUE,TRUE,FALSE
29569,Ñ»µ¨×Ó,MOL008067,682.74,-1.96,6,16,17.68,-1.64,-2.03,0.32,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
29571,Ñ»µ¨×Ó,MOL008069,522.6,-0.06,3,11,27.64,-0.68,-1.17,0.75,0.3,,FALSE,FALSE,TRUE,TRUE,FALSE
29572,Ñ»µ¨×Ó,MOL008070,410.46,-1.98,5,9,15.99,-1.17,-1.43,0.75,0.37,,FALSE,FALSE,TRUE,TRUE,FALSE
29573,Ñ»µ¨×Ó,MOL008071,574.64,-3.97,9,14,19.44,-2.47,-3.23,0.49,0.27,,FALSE,FALSE,TRUE,TRUE,FALSE
29574,Ñ»µ¨×Ó,MOL008072,412.48,-2.23,6,9,10.28,-1.57,-2,0.74,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29576,Ñ»µ¨×Ó,MOL008074,482.53,-0.6,3,11,11.45,-0.89,-1.2,0.79,0.35,,FALSE,FALSE,TRUE,TRUE,FALSE
29577,Ñ»µ¨×Ó,MOL008075,548.64,0.82,3,11,13.97,-0.49,-1.07,0.7,0.28,,FALSE,FALSE,TRUE,TRUE,FALSE
29578,Ñ»µ¨×Ó,MOL008076,606.68,-0.01,3,13,11.13,-0.92,-1.36,0.57,0.3,,FALSE,FALSE,TRUE,TRUE,FALSE
29580,Ñ»µ¨×Ó,MOL008078,538.6,-0.6,4,12,15.8,-1.14,-1.41,0.72,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29581,Ñ»µ¨×Ó,MOL008079,726.8,-2.47,7,17,7.6,-2.27,-2.73,0.27,0.3,,FALSE,FALSE,TRUE,TRUE,FALSE
29582,Ñ»µ¨×Ó,MOL008080,564.64,-0.38,4,12,12.13,-0.92,-1.36,0.66,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29583,Ñ»µ¨×Ó,MOL008081,644.69,-3.41,7,16,7.72,-2.32,-2.95,0.38,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
29584,Ñ»µ¨×Ó,MOL008082,482.53,-1.66,4,11,13.22,-1.28,-1.84,0.8,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29585,Ñ»µ¨×Ó,MOL008083,684.76,-1.86,7,16,7.57,-2.09,-2.86,0.32,0.27,,FALSE,FALSE,TRUE,TRUE,FALSE
29586,Ñ»µ¨×Ó,MOL008084,522.6,-0.11,4,11,17.2,-0.96,-1.31,0.75,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29587,Ñ»µ¨×Ó,MOL008085,642.67,-3.51,6,16,8.19,-2.02,-2.44,0.38,0.28,,FALSE,FALSE,TRUE,TRUE,FALSE
29588,Ñ»µ¨×Ó,MOL008086,480.51,-1.41,3,11,14.51,-1.05,-1.49,0.81,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29589,Ñ»µ¨×Ó,MOL008087,768.84,-2.09,6,18,14.33,-2.55,-3.2,0.23,0.31,,FALSE,FALSE,TRUE,TRUE,FALSE
29590,Ñ»µ¨×Ó,MOL008088,606.68,0,3,13,17.39,-0.91,-1.33,0.57,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29592,Ñ»µ¨×Ó,MOL008090,524.62,-0.29,4,11,24.71,-1.26,-1.74,0.75,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29594,Ñ»µ¨×Ó,MOL008092,480.51,-1.43,3,11,16.46,-1.06,-1.57,0.81,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29596,Ñ»µ¨×Ó,MOL008094,538.6,-1.26,4,12,16.92,-1.22,-1.72,0.72,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29597,Ñ»µ¨×Ó,MOL008095,768.84,-2.1,6,18,12.85,-2.21,-3.21,0.23,0.32,,FALSE,FALSE,TRUE,TRUE,FALSE
29598,Ñ»µ¨×Ó,MOL008096,606.68,-0.01,3,13,9.9,-0.94,-1.65,0.57,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29600,Ñ»µ¨×Ó,MOL008098,564.64,-0.39,4,12,15.65,-0.94,-1.43,0.66,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29602,Ñ»µ¨×Ó,MOL008100,542.58,0.25,3,11,11.53,-0.88,-1.43,0.61,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29603,Ñ»µ¨×Ó,MOL008101,710.8,-1.04,6,16,7.72,-2.2,-2.82,0.29,0.31,,FALSE,FALSE,TRUE,TRUE,FALSE
29604,Ñ»µ¨×Ó,MOL008102,548.64,1.05,3,11,9.54,-0.71,-0.94,0.69,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29605,Ñ»µ¨×Ó,MOL008103,768.84,-2.09,6,18,14.33,-2.2,-2.56,0.23,0.29,,FALSE,FALSE,TRUE,TRUE,FALSE
29606,Ñ»µ¨×Ó,MOL008104,606.68,0,3,13,10.51,-0.81,-1.19,0.57,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29608,Ñ»µ¨×Ó,MOL008106,522.6,-0.06,3,11,19.88,-0.89,-1.13,0.75,0.32,,FALSE,FALSE,TRUE,TRUE,FALSE
29609,Ñ»µ¨×Ó,MOL008107,726.8,-2.47,7,17,17.86,-2.68,-3.42,0.27,0.31,,FALSE,FALSE,TRUE,TRUE,FALSE
29613,Ñ»µ¨×Ó,MOL008111,520.58,0.12,3,11,22.2,-0.61,-1.17,0.75,0,,FALSE,FALSE,TRUE,TRUE,FALSE
29615,Ñ»µ¨×Ó,MOL008113,412.48,-2.23,6,9,10.59,-1.17,-1.59,0.74,0.3,,FALSE,FALSE,TRUE,TRUE,FALSE
29616,Ñ»µ¨×Ó,MOL008114,428.48,-3.11,7,10,11.23,-1.92,-2.36,0.76,0.31,,FALSE,FALSE,TRUE,TRUE,FALSE
29617,Ñ»µ¨×Ó,MOL008115,394.46,-1.72,4,8,12.3,-1.33,-1.79,0.76,0.35,,FALSE,FALSE,TRUE,TRUE,FALSE
29618,Ñ»µ¨×Ó,MOL008116,426.46,-2.87,6,10,17.38,-1.5,-1.91,0.76,0.36,,FALSE,FALSE,TRUE,TRUE,FALSE
29619,Ñ»µ¨×Ó,MOL008117,436.5,-0.79,3,9,15.3,-0.82,-1.32,0.82,0.34,,FALSE,FALSE,TRUE,TRUE,FALSE
30125,Þ²ÜÓÈÊ,MOL008122,592.99,10.56,1,4,18.49,1.06,0.36,0.55,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
30126,Þ²ÜÓÈÊ,MOL008123,578.96,10.11,1,4,18.81,1.03,0.34,0.59,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
30127,Þ²ÜÓÈÊ,MOL008124,578.96,10.11,1,4,18.81,1.02,0.34,0.59,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
30128,Þ²ÜÓÈÊ,MOL008125,592.99,10.56,1,4,18.49,1.01,0.27,0.55,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
30129,Þ²ÜÓÈÊ,MOL008126,216.36,2.93,1,3,14.4,0.83,0.73,0.05,0.23,,FALSE,TRUE,FALSE,TRUE,FALSE
2697,±±Áõ¼ÄÅ«,MOL008128,198.39,4.12,0,1,16.19,1.36,1.42,0.04,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
17781,Âé»Æ,MOL008128,198.39,4.12,0,1,16.19,1.36,1.42,0.04,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
2702,±±Áõ¼ÄÅ«,MOL008133,530.52,1.81,6,12,1.73,-1.08,-1.78,0.69,0.36,,FALSE,FALSE,TRUE,TRUE,FALSE
2705,±±Áõ¼ÄÅ«,MOL008136,300.54,5.97,2,3,27.15,0.53,0.07,0.16,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
3028,±ÍÂé×Ó,MOL008140,536.68,1.25,2,10,7.63,-0.91,-1.41,0.8,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
3029,±ÍÂé×Ó,MOL008141,346.56,5.27,1,3,21.74,1.17,0.98,0.36,0.19,,FALSE,TRUE,TRUE,TRUE,FALSE
3030,±ÍÂé×Ó,MOL008142,164.18,-0.78,0,4,26.26,0.85,0.71,0.04,0.26,,FALSE,TRUE,FALSE,TRUE,FALSE
6230,µ³²Î,MOL008142,164.18,-0.78,0,4,26.26,0.85,0.71,0.04,0.26,,FALSE,TRUE,FALSE,TRUE,FALSE
3032,±ÍÂé×Ó,MOL008144,364.48,-0.01,4,6,28.66,-0.52,-0.79,0.56,0.28,,FALSE,FALSE,TRUE,TRUE,FALSE
3035,±ÍÂé×Ó,MOL008147,440.78,7.63,1,2,7.96,1.13,0.75,0.76,0.3,,FALSE,TRUE,TRUE,TRUE,FALSE
3037,±ÍÂé×Ó,MOL008149,314.29,-2.36,1,8,13.54,-3.14,-3.14,0.13,0.29,,FALSE,FALSE,FALSE,TRUE,FALSE
1934,°Ø×ÓÈÊ,MOL008151,312.6,7.99,0,2,16.27,1.4,1.18,0.19,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
4626,èúÊµ×Ó,MOL008151,312.6,7.99,0,2,16.27,1.4,1.18,0.19,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
12287,»ÆÜË,MOL008151,312.6,7.99,0,2,16.27,1.4,1.18,0.19,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
32278,è×—º×Ó,MOL008151,312.6,7.99,0,2,16.27,1.4,1.18,0.19,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
17782,Âé»Æ,MOL008152,144.24,2.51,0,2,19.45,1.21,1.34,0.02,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
1935,°Ø×ÓÈÊ,MOL008152,144.24,2.51,0,2,19.45,1.21,1.34,0.02,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
32279,è×—º×Ó,MOL008152,144.24,2.51,0,2,19.45,1.21,1.34,0.02,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
31613,Ü¾Ý´,MOL008154,138.23,2.75,0,1,22.21,1.37,1.6,0.02,0.32,,FALSE,TRUE,FALSE,TRUE,FALSE
1937,°Ø×ÓÈÊ,MOL008154,138.23,2.75,0,1,22.21,1.37,1.6,0.02,0.32,,FALSE,TRUE,FALSE,TRUE,FALSE
3189,²¼ÔüÒ¶,MOL008155,494.49,-0.14,7,12,1.23,-1.57,-2.42,0.82,0.33,,FALSE,FALSE,TRUE,TRUE,FALSE
3191,²¼ÔüÒ¶,MOL008157,564.59,-1.33,9,13,16.8,-2.08,-2.86,0.84,0.27,,FALSE,FALSE,TRUE,TRUE,FALSE
3192,²¼ÔüÒ¶,MOL008158,446.44,-0.11,7,10,6.48,-1,-1.8,0.74,0.32,,FALSE,FALSE,TRUE,TRUE,FALSE
26602,Ìì¿û×Ó,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
27026,ÍÁ±´Ä¸,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
15196,¿àÐÓÈÊ,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
24172,É³¼¬,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
3193,²¼ÔüÒ¶,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
9370,èÛè½×Ó,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
14532,¾Õ»¨,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
15703,À³ÝÊ×Ó,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
26722,ÌìÄÏÐÇ,MOL008159,422.92,14.06,0,0,8.09,1.91,1.46,0.41,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
3194,²¼ÔüÒ¶,MOL008160,605.31,19.99,0,0,7.83,2.03,1.34,0.27,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
3195,²¼ÔüÒ¶,MOL008161,578.57,-1.56,10,14,6.12,-2.09,-2.86,0.81,0.29,,FALSE,FALSE,TRUE,TRUE,FALSE
25589,Éú½ª,MOL008165,156.3,3.16,0,1,21.18,1.38,1.64,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
4000,³£É½,MOL008165,156.3,3.16,0,1,21.18,1.38,1.64,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
16741,ÁèÏö»¨,MOL008165,156.3,3.16,0,1,21.18,1.38,1.64,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
4002,³£É½,MOL008167,162.3,5.2,0,0,17.74,2.04,1.74,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
9371,èÛè½×Ó,MOL008172,576.95,6.34,4,6,3.65,-0.12,-0.73,0.63,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
4007,³£É½,MOL008172,576.95,6.34,4,6,3.65,-0.12,-0.73,0.63,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
5338,´ó·ç×Ó,MOL008172,576.95,6.34,4,6,3.65,-0.12,-0.73,0.63,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
11133,ºìÜÎ,MOL008172,576.95,6.34,4,6,3.65,-0.12,-0.73,0.63,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
21234,èÁèËÒ¶,MOL008172,576.95,6.34,4,6,3.65,-0.12,-0.73,0.63,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
28070,Î÷Ñó²Î,MOL008172,576.95,6.34,4,6,3.65,-0.12,-0.73,0.63,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
4009,³£É½,MOL008174,112.19,1.35,0,1,26.67,1.36,1.73,0.01,0.3,,FALSE,TRUE,FALSE,TRUE,FALSE
4011,³£É½,MOL008176,222.41,4.24,1,1,18.28,1.39,1.41,0.07,0.27,,FALSE,TRUE,FALSE,TRUE,FALSE
4014,³£É½,MOL008179,204.39,4.17,0,0,15.86,1.83,2.14,0.11,0.25,,FALSE,TRUE,FALSE,TRUE,FALSE
4015,³£É½,MOL008180,301.38,0.34,2,6,19.99,-0.2,-0.33,0.27,0.33,,FALSE,TRUE,TRUE,TRUE,FALSE
4025,³£É½,MOL008190,176.33,3.79,0,0,28.83,1.83,2.11,0.05,0.31,,FALSE,TRUE,FALSE,TRUE,FALSE
4029,³£É½,MOL008194,275.33,0.24,2,5,15.17,0.24,-0.04,0.23,0.31,,FALSE,TRUE,TRUE,TRUE,FALSE
5049,´©ÐÄÁ«,MOL008202,332.48,2.58,2,4,17.69,0.27,-0.42,0.32,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
12758,¼±ÐÔ×Ó,MOL008202,332.48,2.58,2,4,17.69,0.27,-0.42,0.32,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
5052,´©ÐÄÁ«,MOL008205,300.33,2.8,1,5,9.3,0.77,0.34,0.27,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
5055,´©ÐÄÁ«,MOL008208,563.22,18.62,0,0,7.88,1.93,1.57,0.44,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
14002,¾£½æ,MOL008208,563.22,18.62,0,0,7.88,1.93,1.57,0.44,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
17905,Âé»Æ,MOL008208,563.22,18.62,0,0,7.88,1.93,1.57,0.44,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
18805,Ã¨×¦²Ý,MOL008208,563.22,18.62,0,0,7.88,1.93,1.57,0.44,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
5058,´©ÐÄÁ«,MOL008211,172.25,1.95,0,2,18.42,1.64,1.61,0.08,0.26,,FALSE,TRUE,FALSE,TRUE,FALSE
5059,´©ÐÄÁ«,MOL008212,742.88,7.13,2,12,9.73,0.31,-1.15,0.26,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
5061,´©ÐÄÁ«,MOL008214,360.44,3.85,0,6,27.43,0.47,0.16,0.3,0.29,,FALSE,TRUE,TRUE,TRUE,FALSE
5067,´©ÐÄÁ«,MOL008220,460.52,1.11,4,9,17.06,-0.57,-1.25,0.77,0.25,,FALSE,FALSE,TRUE,TRUE,FALSE
5068,´©ÐÄÁ«,MOL008221,492.47,0.4,6,12,3.77,-1.02,-2.06,0.86,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
5071,´©ÐÄÁ«,MOL008224,520.53,0.9,4,12,12.22,-0.76,-1.59,0.86,0.2,,FALSE,FALSE,TRUE,TRUE,FALSE
